Artist Name,Track Name,Popularity,Danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,class
The Pale White,That Dress,50,0.566,0.829,-5,1,0.0565,0.00492,0.00356,0.218,0.533,128.137,1.88088,4,10
Perturbator,Future Club,57,0.5,0.955,-3,0,0.0441,0.00108,0.837,0.371,0.39,99.994,2.89187,4,6
Maggie Rose,Body on Fire,47,0.533,0.877,-5,1,0.0366,0.0951,1.94e-06,0.143,0.601,160.003,3.683233333e-05,4,4
Primal Fear,I Am Alive,47,0.517,0.98,-5,1,0.102,1.97e-06,0.00191,0.0758,0.0422,110.023,2.74827,4,8
Sikkil Gurucharan,Bho Shambho,24,0.5,0.676,-8,1,0.103,0.631,1.08e-05,0.0992,0.518,167.62,5.7e-05,4,0
Ten Thousand Crows,The Empress,34,0.5,0.945,-3,1,0.105,1.93e-05,0.0629,0.407,0.0862,105.51,2.3667,4,8
Outkast,Roses,72,0.751,0.708,-6,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,3.69573,4,5
Vistas,Everything Changes in the End,45,0.5,0.908,-5,1,0.0342,2.69e-05,0.00203,0.61,0.465,158.963,1.9767,4,6
Night Demon,Kill the Pain,34,0.5,0.902,-9,1,0.0863,0.00175,0.428,0.0829,0.443,110.692,2.58626,3,8
Dua Saleh,umbrellar,41,0.5,0.85,-7,1,0.066,0.557,0.0304,0.234,0.367,129.634,1.55763,4,6
Stone Temple Pilots,Creep,58,0.66,0.567,-7,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,3.32627,4,10
Slim Flock,The Feds Watching,32,0.536,0.628,-10,1,0.209,0.00944,0.000502,0.177,0.188,113.194,1.805,5,5
Dream Theater,To Tame a Land,34,0.5,0.903,-5,1,0.0546,0.00566,0.00544,0.12,0.257,94.232,4.35853,4,8
Devon Gilfillian,Unchained,49,0.5,0.832,-5,0,0.0891,0.0313,0.000717,0.132,0.673,179.839,2.44536,4,9
Sleep Waker,Distance,41,0.5,0.849,-7,1,0.0435,0.000696,0.02,0.261,0.535,148.062,2.19757,4,10
Richie Kotzen,Venom,42,0.5,0.886,-4,1,0.0496,0.00261,0.0942,0.124,0.473,100.025,2.36719,4,10
Coldplay,In My Place,71,0.5,0.588,-6,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,2.2668,4,10
DJ Counselling,Cool Air,47,0.76,0.682,-9,0,0.134,0.209,0.877,0.0719,0.216,122.018,2.70506,4,6
The Edgar Winter Group,Frankenstein,47,0.628,0.669,-15,0,0.0932,0.0901,0.898,0.237,0.5,96.152,2.84293,4,10
Fangclub,Bad Words,32,0.5,0.679,-6,1,0.0307,3.03e-06,0.0141,0.111,0.236,84.988,2.6708,4,10
Pan Daijing,Dust,26,0.5,0.163,-15,1,0.0539,0.759,0.48,0.0946,0.0635,115.219,2.39321,5,6
The Rakes,1989,40,0.5,0.942,-2,0,0.0757,0.00302,0.112,0.0531,0.845,168.026,1.8064,4,1
Tenacious D,Tribute,68,0.5,0.767,-7,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,2.48053,4,10
Orgy,Blue Monday,62,0.589,0.696,-9,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,2.67,4,8
Weeekly,After School,83,0.634,0.928,-2,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,2.05373,4,9
Green Day,Revolution Radio,58,0.5,0.971,-4,1,0.0909,4.63e-05,1.43e-05,0.171,0.677,180.033,1.80853,4,10
El Ten Eleven,My Only Swerving,51,0.521,0.627,-12,1,0.0471,0.109,0.829,0.122,0.139,171.84,3.14587,4,10
Julien Baker,Faith Healer,57,0.5,0.628,-7,1,0.034,0.169,0.00126,0.129,0.399,155.757,1.74773,3,1
Medium Build,Rabbit,33,0.732,0.72,-9,1,0.0274,0.384,0.00454,0.174,0.739,115.017,2.07248,4,9
Sleep Waker,Distance,41,0.5,0.849,-7,1,0.0435,0.000696,0.02,0.261,0.535,148.062,2.19757,4,8
Limp Bizkit,Take A Look Around,72,0.5,0.852,-6,1,0.046,0.0175,0.306,0.0935,0.512,101.968,3.2104,4,8
The Charlatans,The Only One I Know,60,0.546,0.572,-14,1,0.0319,0.0701,0.000731,0.079,0.529,113.312,2.3812,4,1
Tears For Fears,Shout,70,0.511,0.942,-11,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,6.56111667e-05,4,10
Stanley Turrentine,Stolen Sweets,33,0.5,0.414,-11,1,0.0355,0.712,9.33e-05,0.0821,0.764,165.617,6.21e-05,4,7
John Moulder,Soul in Twilight,42,0.5,0.144,-16,1,0.037,0.958,0.878,0.119,0.146,120.329,6.077116667e-05,4,7
Taletta,Nancy Knew,31,0.5,0.551,-10,1,0.038,0.452,0.00564,0.116,0.362,177.875,1.77213,4,1
Duran Duran,Hungry Like the Wolf,73,0.691,0.812,-8,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,2.20627,4,9
Wheatus,Teenage Dirtbag,72,0.625,0.85,-4,1,0.0495,0.346,0.000233,0.174,0.633,94.661,2.41667,4,10
The Cardigans,My Favourite Game,67,0.586,0.777,-7,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,2.20468,4,1
Saylee Talwalkar,Shiv Taandav,34,0.5,0.873,-6,1,0.211,0.154,0.00127,0.104,0.0711,81.062,5.901433333e-05,4,0
Mohammed Rafi,Jangal Mein More Nacha,8,0.793,0.52,-8,1,0.0469,0.852,0.00173,0.0423,0.973,118.143,3.115533333e-05,4,3
MSTRKRFT,Heartbreaker,41,0.551,0.858,-5,0,0.0981,0.0621,0.000102,0.354,0.422,128.05,1.94013,4,6
Jane Lee Hooker,Later On,26,0.5,0.693,-4,1,0.0318,0.293,0.000805,0.0983,0.346,122.678,3.38587,3,2
Welshly Arms,Indestructible,53,0.674,0.611,-7,0,0.0363,0.0415,1.13e-06,0.0726,0.782,175.929,2.26413,4,2
The Vines,Ride,44,0.593,0.938,-4,1,0.0426,0.00189,0.000158,0.0424,0.657,125.925,1.56213,4,10
Lazy Lester,I Made up My Mind,32,0.632,0.554,-11,1,0.0455,0.535,0.131,0.7,0.706,131.462,2.63059,4,2
Immortal,Withstand The Fall Of Time,42,0.5,0.964,-5,0,0.0871,1.11e-06,0.302,0.0819,0.0567,133.026,5.0964,4,8
Songhoy Blues,Worry,45,0.5,0.827,-7,1,0.0473,0.0431,0.0048,0.217,0.854,96.186,1.8516,4,2
Rajna Swaminathan,Offering,16,0.567,0.302,-14,1,0.0504,0.82,0.929,0.109,0.684,93.406,4.02376,4,6
PJ Harvey,Down By The Water,58,0.623,0.622,-13,1,0.0412,0.00168,0.181,0.343,0.319,125.166,1.94507,4,1
Armored Saint,End of the Attention Span,42,0.5,0.99,-5,1,0.17,1.25e-05,3.12e-05,0.172,0.151,191.99,3.13355,4,8
Human Impact,Genetic,21,0.5,0.907,-7,0,0.142,0.0016,0.027,0.103,0.182,101.795,2.8096,5,8
U2,Love Is Blindness,43,0.5,0.383,-14,0,0.0503,0.363,0.208,0.12,0.166,145.979,2.63347,4,10
Siouxsie and the Banshees,Arabian Knights,50,0.5,0.852,-8,0,0.0467,0.00144,0.0132,0.659,0.384,128.486,1.85947,4,10
Jungle,Keep Moving,72,0.724,0.603,-7,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,2.4088,4,1
Weezer,I Need Some of That,57,0.631,0.763,-6,1,0.0782,0.00227,7.75e-05,0.65,0.666,119.886,1.99667,4,1
Buddy Guy,Mustang Sally,53,0.613,0.934,-4,1,0.0342,0.0406,0.000313,0.0882,0.776,107.273,2.83267,4,2
The Southern Oracle,Prisoner,20,0.51,0.989,-4,0,0.376,0.000124,6.2e-05,0.41,0.371,99.889,1.414,4,8
Chick Willis,Someday Baby,9,0.692,0.724,-7,0,0.0438,0.532,5.02e-06,0.259,0.826,97.445,2.82027,4,2
Krokus,Screaming in the Night,53,0.5,0.576,-14,1,0.0312,0.0218,0.0221,0.391,0.524,96.378,3.97773,4,8
Unida,Left Us To Mold,36,0.5,0.942,-4,0,0.157,0.000359,0.708,0.0942,0.391,130.433,3.46117,4,10
Nick Mulvey,Third Way,44,0.678,0.612,-10,0,0.0291,0.793,0.00647,0.0945,0.589,101.046,2.87693,4,1
Favourite People,Shell Island,41,0.522,0.817,-10,1,0.0668,0.118,0.888,0.135,0.678,170.97,2.0368,4,10
Menahan Street Band,The Starchaser,37,0.538,0.767,-8,0,0.0346,0.0627,0.914,0.403,0.868,119.246,1.684,4,1
Rain Radio,Talk About,53,0.814,0.874,-6,1,0.0425,0.000222,0.522,0.276,0.434,123.992,1.61041,4,9
Blondie,Hanging On The Telephone,50,0.503,0.824,-6,0,0.0757,0.00191,6.54e-05,0.219,0.581,152.396,1.42293,4,10
Donata Antoni,Downhill,48,0.564,0.152,-15,1,0.0524,0.983,0.941,0.103,0.137,112.873,5.016666667e-05,3,7
Hip Linkchain,Night Life,29,0.508,0.43,-14,1,0.27,0.806,0.0835,0.222,0.434,186.263,2.8888,3,2
The Monks,I Hate You,42,0.65,0.798,-9,0,0.0541,0.441,0.000706,0.137,0.464,110.646,2.13707,4,10
Dermot Kennedy,Boston,54,0.556,0.448,-11,1,0.0387,0.191,0.00116,0.383,0.126,116.297,2.73667,4,9
TOKYO ROSE,BLVCK,34,0.516,0.886,-5,1,0.14,0.00285,5.65e-05,0.351,0.387,200.003,1.73125,4,10
Sinego,Kenopsia,41,0.74,0.452,-11,0,0.0462,0.867,0.774,0.121,0.334,115.997,2.03922,4,1
Shannon Curfman,No Riders,32,0.642,0.814,-6,1,0.0281,0.108,0.00129,0.141,0.824,107.062,2.09867,4,2
BETWEEN FRIENDS,lonely,50,0.5,0.446,-9,1,0.195,0.56,1.01e-06,0.129,0.328,84.512,1.6224,4,6
Conquer Divide,Chemicals,50,0.5,0.945,-4,0,0.0866,0.00175,8.02e-05,0.381,0.402,150.102,2.3,4,8
Al Stewart,On the Border,51,0.5,0.642,-13,1,0.0331,0.0571,2.02e-05,0.0767,0.729,98.418,2.02293,4,10
Phoebe Bridgers,Motion Sickness,73,0.652,0.545,-10,1,0.0358,0.774,0.0428,0.0847,0.626,107.019,2.2976,4,6
Jade Macrae,Oh My Darling,28,0.58,0.289,-11,1,0.0764,0.609,5.08e-05,0.0873,0.404,116.86,3.37933,3,2
Cypress Hill,Insane in the Brain,73,0.897,0.612,-11,1,0.211,0.0297,0.186,0.0894,0.767,102.305,2.08267,4,5
Queens of the Stone Age,I Sat By The Ocean,66,0.516,0.78,-5,0,0.0364,0.00136,0.000715,0.11,0.899,116.794,2.35587,4,10
Pynch,Somebody Else,43,0.662,0.695,-7,1,0.0633,0.0137,0.119,0.104,0.761,149.961,3.31664,4,6
Lata Mangeshkar,Mohabbat Ki Jhooti Kahani,9,0.5,0.245,-11,0,0.0326,0.993,0.0246,0.0978,0.637,130.75,3.354216667e-05,4,3
Normandie,White Flag,54,0.5,0.91,-6,1,0.0648,0.00136,5.67e-05,0.0717,0.15,163.975,2.25732,4,1
Nick Lowe,I Love The Sound Of Breaking Glass,41,0.699,0.622,-11,1,0.0332,0.107,0.794,0.112,0.936,107.656,1.9492,4,1
Deap Vally,I Like Crime,38,0.54,0.917,-4,1,0.238,0.00128,0.908,0.0697,0.37,157.916,2.10083,4,10
Jeremy Zucker,you were good to me,81,0.561,0.0848,-16,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,2.19147,4,9
Pablo Briceño,Preludio del valle,43,0.5,0.185,-15,0,0.0774,0.991,0.844,0.0931,0.15,149.834,2.52695e-05,3,7
Jacco Gardner,Find Yourself,35,0.579,0.74,-6,0,0.0277,0.0164,0.653,0.0996,0.752,150.02,2.14176,4,1
Las Almas Nuevas,Patagonia Wind,50,0.5,0.279,-16,1,0.0883,0.975,0.908,0.0981,0.311,112.015,3.516666667e-05,4,7
Ondo Fudd,Blue Dot,8,0.5,0.238,-21,0,0.0467,0.924,0.295,0.249,0.139,129.375,2.75312,4,6
Sonny Boy Williamson II,Got The Bottle Up And Gone,5,0.601,0.0793,-20,1,0.306,0.989,0.00104,0.116,0.802,171.861,1.54098,4,2
KALI,I Just Wanna,46,0.693,0.586,-6,0,0.0361,0.147,0.000431,0.111,0.51,108.579,2.54399,4,9
Blackberry Smoke,You Hear Georgia,52,0.5,0.745,-5,1,0.0376,0.000295,2.6e-05,0.396,0.453,143.805,2.45839,4,10
TOTO,Africa,83,0.671,0.373,-19,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,2.95893,4,10
Make Them Suffer,Soul Decay,47,0.5,0.914,-6,0,0.0639,8.48e-06,0.000205,0.226,0.422,83.98,2.23773,4,10
Radiohead,Just,63,0.5,0.767,-7,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,2.348,4,10
Tricky,Chills Me to the Bone,34,0.797,0.376,-14,1,0.111,0.598,0.646,0.106,0.675,158.792,1.36547,4,6
Squid,Sludge,41,0.5,0.835,-5,1,0.0702,0.00485,0.00514,0.118,0.109,129.024,3.0082,4,6
The Last Shadow Puppets,The Age Of The Understatement,52,0.5,0.868,-7,0,0.0847,0.00114,3.51e-06,0.353,0.546,147.267,1.8956,4,10
KAYTRANADA,Caution,58,0.696,0.394,-14,0,0.539,0.0579,0.821,0.0899,0.747,216.053,1.55758,4,1
Thursday,Understanding in a Car Crash,55,0.5,0.907,-5,1,0.102,4.1e-05,0.000468,0.151,0.415,162.542,2.64547,4,10
Boysetsfire,Rookie,51,0.5,0.878,-7,0,0.0601,0.000201,0.0819,0.223,0.348,98.144,2.5344,4,10
Gracie Abrams,Mess It Up,69,0.765,0.582,-5,1,0.12,0.245,8.21e-05,0.154,0.36,132.992,1.7128,4,9
ERRA,Snowblood,53,0.529,0.983,-4,1,0.125,2.41e-05,0.0148,0.0763,0.359,125.017,2.5368,4,8
Sleaford Mods,Kebab Spider,38,0.949,0.7,-9,1,0.0832,0.251,0.0343,0.183,0.86,119.927,2.20693,4,6
David Gilden,Yarabi,27,0.5,0.0788,-24,0,0.0537,0.944,0.786,0.118,0.255,145.149,4.31955e-05,4,7
Midtown Trio,Waltz At Midnight,50,0.5,0.0901,-17,1,0.036,0.946,0.956,0.136,0.163,82.946,3.582333333e-05,3,7
Death Cab for Cutie,Soul Meets Body,57,0.63,0.772,-9,0,0.0251,0.124,0.000432,0.116,0.717,128.133,2.30907,4,10
LONELYOUTH,Mouth Full of Glass,31,0.5,0.93,-3,0,0.0678,0.000448,9.69e-05,0.0628,0.393,109.929,2.46484,4,8
Arlo Parks,Creep,54,0.585,0.0228,-16,1,0.0422,0.986,0.000702,0.0756,0.424,75.84,4.63158333e-05,4,0
Eddie Cochran,Summertime Blues,63,0.714,0.886,-9,0,0.0554,0.116,0.184,0.18,0.954,156.351,1.98933333e-05,4,10
The End of Electronics,Union,35,0.592,0.351,-18,1,0.0335,0.554,0.819,0.0884,0.364,120.034,1.68,4,6
Thomas Csorba,Dallas Girl,37,0.5,0.593,-7,1,0.0312,0.353,0.0321,0.143,0.357,125.016,2.79081,4,1
Wauwatosa,Good Life,27,0.5,0.417,-8,1,0.0376,0.652,0.012,0.112,0.16,78.968,2.69413,3,9
Clairo,Sofia,83,0.744,0.619,-10,1,0.039,0.598,0.00372,0.231,0.641,112.997,1.88387,4,10
Finlep,Mittenwald,47,0.554,0.0862,-16,1,0.0524,0.988,0.941,0.112,0.158,106.939,2.6781e-05,4,7
Oneohtrix Point Never,Long Road Home,50,0.5,0.592,-7,0,0.0427,0.331,0.0539,0.11,0.377,76.689,2.12316,4,6
Marife De Triana,Maria de la O,37,0.5,0.491,-5,0,0.0358,0.947,1.2e-06,0.358,0.497,120.501,2.2316,4,9
Bachelor,Stay in the Car,37,0.581,0.569,-7,0,0.0426,0.0469,0.00891,0.345,0.401,120.011,1.64731,4,1
Far,Mother Mary,29,0.5,0.885,-7,1,0.058,0.00864,4.96e-05,0.101,0.399,174.043,1.36267,4,10
Unearth,Giles,37,0.5,0.986,-4,1,0.196,0.000209,0.0374,0.274,0.211,122.483,2.37987,4,8
Reality Grey,Multidimensional Hollow,18,0.5,0.993,-3,1,0.195,4.01e-05,0.58,0.0994,0.0394,120.009,2.565,4,8
Green Day,American Idiot,79,0.5,0.988,-3,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,1.76346,4,10
The Sounds,Painted By Numbers,47,0.5,0.807,-4,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,2,4,1
Terror Danjah,Wavy,15,0.817,0.399,-10,0,0.102,0.13,0.548,0.156,0.561,139.939,1.93108,4,5
Lainey Wilson,Things A Man Oughta Know,14,0.661,0.67,-6,1,0.0307,0.518,2.2e-06,0.13,0.357,139.852,3.438666667e-05,4,4
Blackfield,Family Man,33,0.5,0.681,-11,1,0.0438,0.0702,0.492,0.365,0.382,109.38,2.19475,3,10
Exumer,Possessed by Fire,30,0.5,0.899,-11,1,0.171,0.000601,1.15e-05,0.0539,0.0728,96.11,3.00267,4,8
Rage,Straight To Hell,46,0.548,0.858,-6,1,0.0745,0.000155,0.00169,0.0951,0.374,104.177,2.71533,4,8
Carbe and Durand,Fragile,44,0.5,0.387,-12,0,0.0476,0.917,0.876,0.317,0.39,83.395,5.859333333e-05,4,7
my bloody valentine,All I Need,44,0.5,0.953,-8,0,0.128,0.000444,0.862,0.258,0.0865,107.395,1.85027,4,6
Buckshot LeFonque,Music Evolution,51,0.841,0.535,-13,0,0.365,0.0811,0.0035,0.112,0.686,93.434,2.99067,4,5
Black Eyed Peas,GIRL LIKE ME,86,0.965,0.485,-9,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,2.22523,4,9
Genesis,The Cinema Show,42,0.5,0.654,-9,1,0.0487,0.194,0.006,0.235,0.232,133.927,6.4132,3,10
Phoenix,1901,64,0.607,0.835,-6,1,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,1.9312,4,10
SebastiAn,Walkman,42,0.77,0.748,-9,1,0.21,0.00217,0.881,0.0905,0.729,118.931,2.99947,4,6
Born Ruffians,Heat Wave,35,0.5,0.486,-6,1,0.0307,0.0436,1.49e-05,0.121,0.514,70.62,2.72893,4,6
Metric,Combat Baby,51,0.649,0.914,-7,1,0.0455,0.00573,0.000165,0.0997,0.739,139.125,2.0976,4,6
August Burns Red,Paramount,53,0.5,0.968,-5,1,0.173,4.73e-05,0.0699,0.136,0.237,156.293,2.88947,4,8
Saski,Faking Bright,42,0.852,0.156,-10,1,0.221,0.757,0.0893,0.11,0.26,118.035,2.00339,4,6
Paradise Lost,Embers Fire,37,0.5,0.685,-10,1,0.0361,0.00103,0.0222,0.112,0.249,87.24,2.8436,4,8
Animals As Leaders,Physical Education,52,0.57,0.945,-6,0,0.0567,0.00017,0.827,0.0543,0.53,114.987,2.80956,4,8
Akral Necrosis,Silent Altar,20,0.5,0.916,-6,1,0.0717,1.06e-06,0.949,0.0817,0.0777,97.203,3.07363,3,8
MISSIO,Sing To Me,64,0.55,0.872,-5,0,0.0588,0.0864,0.000291,0.0617,0.618,142.041,1.8992,4,1
Roy Rabinovici,On Our Own,5,0.522,0.502,-13,0,0.0362,0.861,0.871,0.128,0.259,155.927,1.63253,4,6
Lush,Nothing Natural,40,0.5,0.796,-13,0,0.0333,0.00689,0.807,0.0626,0.913,105.984,3.5464,4,6
Tom Lewis Band,Dream A Little Dream,37,0.714,0.245,-15,1,0.0305,0.841,0.678,0.108,0.287,106.992,3.736066667e-05,4,7
my bloody valentine,Lose My Breath,44,0.5,0.651,-12,1,0.0266,0.000512,0.841,0.0954,0.402,92.124,2.18,4,6
Uneven Structure,Innocent,34,0.515,0.687,-10,1,0.0585,0.00116,9.56e-05,0.106,0.332,105.967,3.39507,4,8
Sixth Street Quartet,Good Morning Heartache,50,0.502,0.153,-20,0,0.0334,0.973,0.769,0.122,0.116,110.032,4.94195e-05,4,7
Paul McCartney,Great Day,47,0.566,0.49,-12,1,0.0402,0.646,7.34e-05,0.212,0.601,85.615,2.14755e-05,4,0
Niveum,Together,29,0.56,0.908,-5,1,0.0557,0.000488,0.835,0.361,0.641,115.03,1.85739,4,6
The Rolling Stones,Loving Cup,52,0.5,0.843,-6,1,0.041,0.636,0.0402,0.773,0.632,156.695,2.64267,4,10
Voyager,Colours,26,0.551,0.953,-6,1,0.0881,0.000679,0.00262,0.338,0.198,129.026,2.44904,3,8
ENVYYOU,New Friends,46,0.545,0.651,-6,0,0.044,0.000792,1.43e-05,0.484,0.502,99.926,1.76349,4,10
The Black Keys,Everlasting Light,56,0.77,0.64,-7,1,0.0416,0.0706,0.00374,0.325,0.738,90.7,2.05396,4,6
Immortal,Unsilent Storms In The North Abyss,32,0.5,0.85,-11,1,0.0514,1.53e-06,0.928,0.368,0.039,170.488,1.9452,4,8
The Chameleons,Swamp Thing,45,0.5,0.748,-8,0,0.0248,0.00383,0.183,0.0646,0.317,99.112,3.56973,4,10
Erika de Casier,Busy,47,0.754,0.655,-7,0,0.0494,0.0888,0.0342,0.335,0.695,124.986,2.395,4,6
Creeper,Be My End,43,0.5,0.88,-4,1,0.0569,0.00471,0.0011,0.098,0.407,163.826,1.58545,4,10
bdrmm,Gush,45,0.574,0.564,-7,1,0.0307,0.0133,0.737,0.1,0.749,147.974,2.26468,4,6
Nomy,Cross fire,48,0.509,0.844,-5,0,0.0354,0.045,4.4e-06,0.153,0.0958,106.031,2.26415,4,8
Joji,Yeah Right,80,0.672,0.588,-10,1,0.133,0.619,0.241,0.0992,0.204,169.033,1.74358,4,6
Motorpsycho,Psychotzar,29,0.501,0.652,-11,1,0.0319,0.0262,0.346,0.173,0.476,142.013,5.23467,4,10
Yung Raja,Mami,50,0.915,0.641,-9,0,0.188,0.00941,1.73e-06,0.111,0.77,139.97,1.78286,4,5
Buckethead,Welcome to Bucketheadland,43,0.5,0.972,-5,0,0.0818,0.000685,0.75,0.707,0.497,141.892,2.96299,4,8
The Academic,Anything Could Happen,49,0.772,0.809,-5,1,0.0355,0.0135,2.5e-06,0.0278,0.891,120.975,2.03474,4,6
Silver Lake by Esa Holopainen,Storm,46,0.573,0.892,-7,0,0.0485,0.045,0.0211,0.157,0.35,125.014,2.54368,4,8
Tkay Maidza,Syrup,47,0.854,0.498,-10,1,0.266,0.0442,1.45e-05,0.0758,0.275,106.011,1.45964,4,5
Shotgun Revolution,Cold Star Light,36,0.5,0.948,-6,0,0.0867,1.31e-05,0.0221,0.293,0.433,161.123,2.09616,4,10
Pearl Jam,Last Kiss,71,0.622,0.692,-7,1,0.0276,0.363,0.000158,0.193,0.774,112.053,1.95467,4,10
Jim Stubblefield Group,Ojos de las Estrellas,40,0.588,0.552,-9,0,0.0403,0.889,0.474,0.142,0.526,175.958,5.6037e-05,4,7
Tekno,PuTTin,50,0.592,0.642,-7,0,0.0544,0.314,0.342,0.0932,0.653,199.903,1.5525,4,9
Blind Melon,No Rain,75,0.5,0.476,-10,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,2.17107,4,9
Rammstein,DEUTSCHLAND,73,0.521,0.895,-6,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,3.2234,4,8
Juke Ross,Morning Breeze,56,0.636,0.383,-10,1,0.0434,0.585,2.24e-06,0.122,0.213,72.871,3.23445e-05,4,0
Ben Sollee,Over The Pines,47,0.5,0.212,-17,1,0.0473,0.883,0.797,0.115,0.0998,118.36,1.91387,5,1
Bleeker,Free,41,0.525,0.694,-6,1,0.0688,0.000212,0.000516,0.0836,0.829,184.112,1.45013,4,10
Phoebe Green,Reinvent,48,0.573,0.734,-6,1,0.0416,0.000796,0.112,0.102,0.13,101.023,2.43382,4,6
Contracult Collective,Follow,39,0.5,0.977,-5,1,0.119,3.53e-05,0.47,0.0916,0.286,129.981,2.03993,4,8
Shake Shake Go,Blackbird,48,0.669,0.369,-6,1,0.0307,0.641,0.000779,0.113,0.207,114.87,2.77627,4,10
Protest The Hero,No Stars over Bethlehem,44,0.5,0.76,-11,0,0.0787,2.93e-05,0.0031,0.328,0.321,112.738,2.65409,3,10
Pep Squad,Rebel,41,0.587,0.921,-5,0,0.0909,0.0291,1.3e-06,0.131,0.609,150.06,1.60184,4,10
Noname,Rainforest,62,0.531,0.546,-11,0,0.372,0.26,0.00949,0.379,0.7,92.06,1.62437,4,5
Total Control,Flesh War,39,0.579,0.636,-9,0,0.0276,0.0821,0.922,0.446,0.898,132.652,2.80853,4,10
Kadavar,Black Sun,39,0.5,0.867,-3,1,0.0731,0.0818,0.0852,0.26,0.471,175.941,3.73,3,10
Skid Row,18 and Life,69,0.5,0.648,-12,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,2.2996,4,8
Dudu Tassa,Lola,14,0.5,0.61,-7,0,0.0583,0.71,0.000666,0.971,0.241,145.115,2.653,4,9
Parquet Courts,Master Of My Craft,29,0.5,0.861,-7,1,0.0651,0.0267,0.842,0.605,0.523,187.544,1.90347,4,1
Sea Girls,Ready For More,45,0.5,0.856,-6,1,0.0331,0.0223,2.26e-05,0.275,0.564,97.515,2.07373,4,10
Joy Division,Love Will Tear Us Apart,69,0.5,0.956,-7,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,2.06867,4,1
Bury Tomorrow,Earthbound,50,0.5,0.988,-4,1,0.0721,0.00438,2.37e-05,0.281,0.283,99.89,2.22101,4,8
Nardo Wick,Knock Knock,50,0.734,0.447,-8,1,0.308,0.000219,0.000114,0.108,0.061,172.075,1.45372,4,5
Evile,Thrasher,43,0.5,0.993,-4,1,0.122,0.000151,0.131,0.173,0.0653,104.018,1.8936,4,8
Dissection,Frozen,33,0.5,0.991,-4,0,0.165,0.000136,0.651,0.147,0.106,108.884,2.08,4,8
Judas Priest,Breaking the Law,70,0.5,0.961,-6,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,1.5384,4,8
Dio,Holy Diver,66,0.5,0.783,-11,0,0.0869,0.0125,0.475,0.268,0.124,91.976,3.4064,4,10
Flying Colors,More,34,0.583,0.79,-9,1,0.0423,0.00902,0.000144,0.0797,0.48,133.021,4.29533,4,8
Pixies,Here Comes Your Man,69,0.669,0.795,-11,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,2.01187,4,10
The Gories,There But for the Grace of God Go I,39,0.587,0.556,-15,1,0.0346,0.0228,0.00624,0.0808,0.677,148.155,1.87667,4,2
Meshuggah,New Millennium Cyanide Christ,49,0.5,0.968,-6,0,0.121,0.000209,0.00309,0.148,0.154,152.511,3.35667,4,8
Lido Pimienta,Nada,50,0.5,0.617,-9,0,0.0464,0.672,0.0286,0.112,0.641,78.207,2.98809,4,6
Caskets,Glass Heart,54,0.5,0.955,-6,0,0.102,0.000201,8.37e-05,0.118,0.329,164.09,2.24167,4,8
Judas Iscariot,Bathed in Clouds of Blood,30,0.5,0.999,-10,0,0.0656,4.13e-05,0.785,0.304,0.0183,95.482,2.0116,4,8
Shriekback,All Lined Up,37,0.769,0.673,-10,1,0.0703,0.115,7.85e-05,0.458,0.878,131.254,2.2564,4,1
Godsmack,Awake,66,0.5,0.756,-5,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,3.04373,4,8
Pitchshifter,Genius,48,0.533,0.96,-4,1,0.122,0.00153,0.00244,0.243,0.134,135.797,2.46507,4,8
Hell Is A Crowded Room,Allison Ponthier,43,0.5,0.296,-11,0,0.0349,0.915,0.00137,0.0912,0.12,142.65,3.183083333e-05,3,0
Tigercub,Control,36,0.5,0.905,-7,1,0.0477,0.000348,0.00182,0.104,0.568,83.978,2.46006,4,10
Monophonics,Last One Standing,60,0.588,0.576,-7,0,0.0367,0.218,0.0357,0.172,0.66,129.155,4.3684,4,9
Sublime,What I Got,9,0.804,0.693,-8,1,0.0915,0.00876,0.000916,0.314,0.654,95.721,1.70907,4,10
