Danceability,Artist Name,Track Name,Popularity,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,Liveness,valence,tempo,duration_in min/ms,time_signature,Genre
-5,Keef Hartley Band,Sinnin' For You,240000,0.436,-6,16/12/1899,major,-0.0411,-2.54,0.469,62.5,-0.0389,139.664,350760,4,Rock Music
-5,SASAMI,Not The Time,330000,0.79000000000000004,6,24/12/1899,minor,-0.06,-0.0384,0.41,59.43,-0.0507,137.968,170760,4,Indie Music
0.683,T Derose,Naughty,350000,0.47299999999999998,-6,21/12/1899,minor,-0.0723,-2.01,,71.2,-0.0154,139.998,152633,4,Hip Hop Music
-5,Parkwood,Screwdriver,340000,0.98899999999999999,7,27/12/1899,major,-0.155,-0.0125,9.2e-06,60.2,-0.00437,105.955,197264,4,Metal Music
0.513,Riverside,Vale of Tears,380000,0.67800000000000005,9,23/12/1899,major,-0.0368,-0.405,0.123,62.6,-0.0432,140.052,288610,4,Rock Music
0.703,Lime Cordiale,Reality Check Please,530000,0.63900000000000001,,24/12/1899,major,-0.0316,-0.0976,0.468,66.5,-0.0622,138.048,220597,4,Indie Music
0.527,JP Cooper,Wait,,0.57699999999999996,4,23/12/1899,major,-0.0487,-1.84,,61.1,-0.0291,79.95,3.85888333,4,Acoustic Folk
0.532,Sepultura,Tainted Love,440000,0.95299999999999996,6,27/12/1899,major,-0.102,-0.00113,3.49e-05,61.8,-0.0416,137.036,182188,4,Metal Music
0.535,Joan Jett & The Blackhearts,I Love Rock 'N Roll,740000,0.71599999999999997,4,26/12/1899,major,-0.0431,-3.26,,115.9,-0.0901,94.379,175173,4,Rock Music
-5,Blind Melon,Change,620000,0.46000000000000002,2,21/12/1899,major,-0.0343,-6.06,4.36e-05,67.5,-0.0536,77.525,221867,4,Rock Music
-5,Noel Gallagher's High Flying Birds,Holy Mountain,420000,0.97399999999999998,1,27/12/1899,major,-0.0419,-4.51e-05,0.563,107.7,-0.0724,137.01,234880,4,Rock Music
0.561,Jackie Payne Steve Edmonson Band,The Real Deal,80000,0.71499999999999997,-6,26/12/1899,minor,-0.146,-4.37,1.41e-05,58.96,-0.0801,116.995,208747,4,Blues
0.619,More Than We Know,"Aoife O'Donovan, The Milk Carton Kids",460000,0.248,1,16/12/1899,minor,-0.0274,-8.44,5.28e-05,63.7,-0.0289,104.872,3.179116667,4,Acoustic Folk
-5,The Shaggs,Philosophy of the World,340000,0.64900000000000002,4,22/12/1899,minor,-0.0541,-6.9,,65.9,-0.0697,114.054,177840,4,Alt Music
-5,The Cold Stares,Sleeping with Lions,360000,0.77800000000000002,-6,25/12/1899,minor,-0.039,-0.000642,1.35e-06,79.9,-0.0712,73.93,199787,4,Rock Music
-5,Animals As Leaders,An Infinite Regression,430000,0.90300000000000002,2,25/12/1899,major,-0.108,-0.00123,0.812,63.8,-0.0352,131.768,205853,5,Metal Music
-5,Love,The Red Telephone,460000,0.25800000000000001,7,12/12/1899,major,-0.0346,-5.76,8.16e-05,61,-0.00908,110.634,284320,4,Rock Music
0.501,Harmony Byrne,Sweeter Than Sugar,250000,0.81799999999999995,,27/12/1899,major,-0.0317,-0.0203,0.000957,58.77,-0.0338,92.01,221880,4,Alt Music
-5,Kenny Wayne Shepherd,Diamonds & Gold - Live,330000,0.82799999999999996,1,25/12/1899,major,-0.0327,-0.0383,0.00031,127,-0.0681,93.139,387347,4,Blues
0.813,DREAMERS,Palm Reader,600000,0.77400000000000002,9,28/12/1899,minor,-0.0341,-0.12,4.53e-06,56.16,-0.0909,105.997,180667,4,Rock Music
-5,The Libertines,Time For Heroes,560000,0.92500000000000004,2,27/12/1899,major,-0.0554,-0.106,0.000211,51.36,-0.0712,152.395,160280,4,Rock Music
0.62,Bruno Mars,Marry You,750000,0.83199999999999996,10,27/12/1899,major,-0.036,-3.32,,60.4,-0.0481,144.926,230120,4,Pop Music
-5,Sister,Scream for Pleasure,320000,0.96399999999999997,8,27/12/1899,major,-0.0715,-0.000159,0.181,53.07,-0.0664,169.957,232431,4,Rock Music
-5,In Flames,Cloud Connected,580000,0.90800000000000003,,26/12/1899,minor,-0.0452,-5.45e-05,0.856,59.32,-0.0313,95.084,220707,4,Metal Music
0.697,Elvis Presley,Don't Be Cruel,600000,0.55000000000000004,2,20/12/1899,major,-0.179,-8.56,3.44e-05,59.07,-0.0844,84.802,2.04821667,4,Rock Music
0.534,Ramones,Sheena Is a Punk Rocker - 2001 Remaster,170000,0.86599999999999999,,25/12/1899,major,-0.0309,-2.13,,59.21,-0.0792,176.268,167840,4,Alt Music
0.631,Kylesimps,S.I.M.P,650000,0.71399999999999997,-6,21/12/1899,minor,-0.186,-6.13,,68.5,-0.0601,160.509,131944,4,Indie Music
-5,John Legend,All of Me,860000,0.26400000000000001,8,24/12/1899,major,-0.0322,-9.22,,63.2,-0.0331,119.93,269560,4,Pop Music
0.654,Windows 96,Glass Prism,370000,0.75700000000000001,10,22/12/1899,major,-0.0919,-0.498,0.918,99.3,-0.0183,133.951,210896,4,Indie Music
-5,Harakiri for the Sky,And Oceans Between Us,330000,0.96599999999999997,-6,25/12/1899,minor,-0.0722,-0.000334,0.917,90.3,-0.0393,155.019,537203,4,Metal Music
0.711,"Hank Williams, Jr.",All My Rowdy Friends (Have Settled Down),540000,0.54200000000000004,,21/12/1899,major,-0.0287,-2.3,5.2e-06,78,-0.0813,127.002,4.006216667,4,Country Music
0.845,Destiny's Child,"Bills, Bills, Bills",820000,0.57599999999999996,11,26/12/1899,minor,-0.153,-1.39,,57.64,-0.0461,127.641,4.267116667,4,Pop Music
-5,Microwave,Mirrors,320000,0.98199999999999998,-6,24/12/1899,minor,-0.123,-0.000207,0.28,109.7,-0.00722,80.952,177046,4,Rock Music
0.776,easy life,have a great day,530000,0.57399999999999995,-6,26/12/1899,minor,-0.0351,-4.31,7.9e-05,64.7,-0.0427,102.895,202090,4,Indie Music
0.646,Asking Alexandria,The Violence,600000,0.85099999999999998,8,27/12/1899,minor,-0.0662,-0.0618,,112.9,-0.0333,129.921,208396,4,Rock Music
0.648,George Bar,◊ï◊ï◊ê◊ú◊ô,190000,0.872,,25/12/1899,minor,-0.0372,-2.45,5.66e-06,54.03,-0.0984,164.908,276133,4,Pop Music
-5,Stone Temple Pilots,Perdida,400000,0.31,4,20/12/1899,minor,-0.0329,-9.43,0.0217,60,-0.011,128.243,209213,3,Rock Music
0.739,Cedric Burnside,The Other Side (feat. J.R. & the Allnighters),290000,0.219,7,18/12/1899,minor,-0.122,-9.45,6.13e-05,61.2,-0.049,143.695,192348,4,Blues
0.755,The Backyard,◊î◊§◊°◊ô◊ß◊ï ◊ê◊™ ◊î◊û◊ï◊ñ◊ô◊ß◊î,350000,0.746,6,26/12/1899,minor,-0.0861,-1.98,,73.7,-0.0854,91.964,232764,4,Indie Music
0.651,Harrison Storm,Breathe Again - Acoustic,530000,0.433,10,24/12/1899,minor,-0.0362,-6.31,,64.6,-0.0182,123.027,3.30636667,4,Acoustic Folk
0.762,"Doja Cat, SZA",Kiss Me More (feat. SZA),950000,0.70099999999999996,8,28/12/1899,major,-0.0286,-2.35,0.000158,62.3,-0.0742,110.968,3.48111667,4,Pop Music
0.57,Of Monsters and Men,Visitor,580000,0.86599999999999999,7,27/12/1899,minor,-0.0344,-0.0332,0.000709,61.6,-0.0477,81.995,207227,4,Indie Music
0.559,"Asha Bhosle, Mohammed Rafi","Uden Jab Jab Zulfen Teri, Pt. 1",180000,0.55100000000000005,6,21/12/1899,major,-0.0731,-7.45,0.858,58.78,-0.0909,137.15,4.951133333,4,Bollywood Music
-5,Touch√© Amor√©,Lament,420000,0.91600000000000004,10,24/12/1899,minor,-0.153,-0.000157,0.0127,59.5,-0.0361,167.078,200872,4,Rock Music
-5,Plastic Bertrand,√áa Plane Pour Moi,610000,0.94299999999999995,10,27/12/1899,major,-0.0954,-0.74,6.83e-05,60.5,-0.0845,165.764,182133,4,Indie Music
-5,Dinosaur Jr.,Start Choppin',530000,0.755,2,24/12/1899,major,-0.103,-0.0411,0.000799,56.35,-0.057,111.813,340187,4,Rock Music
-5,Bring Me The Horizon,Throne,730000,0.88800000000000001,,28/12/1899,minor,-0.0987,-0.00455,,80.6,-0.0387,144.111,191520,4,Rock Music
0.54,Martha and the Muffins,Echo Beach,580000,0.746,7,22/12/1899,major,-0.045,-1.3,8.73e-06,59.76,-0.0826,163.809,219867,4,Alt Music
-5,Greta Van Fleet,Safari Song,650000,0.92800000000000005,2,27/12/1899,major,-0.0503,-1.64,1.61e-05,81.5,-0.0678,175.868,234600,4,Rock Music
-5,The Kooks,Always Where I Need To Be,580000,0.96099999999999997,11,27/12/1899,major,-0.0663,-0.00146,,82.2,-0.0882,168.355,161720,4,Rock Music
0.783,Cut Copy,Hearts On Fire - Calvin Harris Remix,180000,0.81999999999999995,1,25/12/1899,major,-0.0489,-0.0054,0.499,56.28,-0.0235,129.015,339213,4,Alt Music
0.631,The Beatles,I Will - Remastered 2009,630000,0.38700000000000001,-6,20/12/1899,major,-0.0262,-7.42,0.000406,58.22,-0.0832,103.11,105933,4,Rock Music
-5,Au√∞n,Ver√∞ur von a√∞ br√°√∞,220000,0.876,4,25/12/1899,minor,-0.0866,-0.000475,0.0864,68.6,-0.0105,85.618,350027,4,Metal Music
0.626,Tony Spinner,Walkin' The Dawg,400000,0.92300000000000004,1,27/12/1899,major,-0.0474,-0.132,0.000771,53.31,-0.0845,87.377,224640,4,Blues
-5,Ohhms,Alive! - Radio Edit,120000,0.77700000000000002,11,26/12/1899,minor,-0.0476,-0.00669,0.896,66.7,-0.0293,139.905,312617,4,Metal Music
0.944,Tuff Crew,My Part of Town,340000,0.80500000000000005,6,22/12/1899,minor,-0.327,-1.82,,96.8,-0.0833,113.993,271333,4,Hip Hop Music
-5,Code Orange,Forever,440000,0.88300000000000001,7,27/12/1899,major,-0.0855,-0.000121,0.774,68.5,-0.043,81.188,187947,4,Metal Music
0.506,36 Crazyfists,Renegades,390000,0.96399999999999997,,29/12/1899,minor,-0.215,-0.000221,0.305,71.3,-0.0324,90.086,208907,4,Metal Music
0.567,Backstreet Boys,Panic,310000,0.873,9,28/12/1899,minor,-0.0411,-0.285,,82.6,-0.0799,76,2.88045,4,Pop Music
0.687,Fred again..,Chika (Scared),500000,0.41299999999999998,6,20/12/1899,major,-0.145,-5.54,0.006,62.3,-0.0183,119.968,168245,4,Indie Music
-5,Bloomsday,Samantha Crain,190000,0.52900000000000003,8,25/12/1899,major,-0.0286,-2.86,3.22e-06,60.7,-0.00767,119.924,3.3191,4,Acoustic Folk
-5,TT Grace,Baby Come Back,420000,0.91300000000000003,9,27/12/1899,major,-0.0644,-0.0294,0.602,67.5,-0.0687,179.704,201667,4,Rock Music
-5,Lonely The Brave,Bound,390000,0.77600000000000002,2,26/12/1899,major,-0.04,-0.00648,0.000114,67.7,-0.0306,157.15,213125,3,Rock Music
0.649,Westlife,Uptown Girl - Radio Edit,,0.90000000000000002,6,26/12/1899,minor,-0.0311,-0.108,0.000395,102.3,-0.0893,128.995,3.1,4,Pop Music
0.618,Oli Bloom,Sancy,470000,0.087999999999999995,2,14/12/1899,major,-0.06,-9.93,0.908,60.8,-0.024,87.853,2.391083333,4,Instrumental Music
-5,Outloved,It's All Hate,,0.90000000000000002,,28/12/1899,minor,-0.043,-0.00922,5.59e-05,60.9,-0.0267,171.941,208657,4,Metal Music
0.689,Adi Ulmansky,◊ê◊ô◊ö ◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ô,230000,0.52200000000000002,4,24/12/1899,minor,-0.043,-7.55,,67.3,-0.0396,114.89,201391,4,Pop Music
0.755,Sui Uzi,Your Secrets,350000,0.89500000000000002,-6,24/12/1899,minor,-0.0538,-0.00236,0.00247,72.3,-0.0672,134.081,240527,4,Indie Music
0.746,Crystal Castles,Crimewave,670000,0.69099999999999995,4,24/12/1899,minor,-0.0403,-1.84,0.0259,70.5,-0.0888,119.982,258453,4,Indie Music
-5,Shlomo Artzi,◊î◊ê◊ô◊© ◊î◊î◊ï◊ê,290000,0.36699999999999999,,18/12/1899,major,-0.0356,-7.52,,82,-0.0581,139.821,290000,4,Rock Music
0.653,M.A.G.S.,Sunrise,370000,0.84299999999999997,4,23/12/1899,major,-0.0327,-2.11,0.46,66.1,-0.0767,103.053,135728,4,Alt Music
0.729,Stephen Oaks,Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez),460000,0.92200000000000004,6,28/12/1899,minor,-0.109,-0.857,6.12e-06,77.8,-0.0443,108.976,185947,4,Pop Music
0.696,Katori Walker,INDEPENDENT,430000,0.69599999999999995,10,25/12/1899,major,-0.285,-4.61,,73.1,-0.0402,150.191,153652,4,Hip Hop Music
0.627,Khalid,Free Spirit,740000,0.44600000000000001,2,22/12/1899,minor,-0.0332,-3.08,0.00077,61.1,-0.011,139.994,182080,4,Pop Music
-5,Devil Electric,All My Friends Move Like The Night,330000,0.88600000000000001,,28/12/1899,major,-0.0325,-0.0112,0.00253,58.86,-0.0551,113.65,173808,4,Metal Music
-5,Def Leppard,Pour Some Sugar On Me - Remastered 2017,740000,0.95299999999999996,1,27/12/1899,minor,-0.096,-0.0211,,78.3,-0.0568,84.989,267307,4,Rock Music
0.627,Grouplove,Deadline,560000,0.93999999999999995,11,26/12/1899,minor,-0.29,-1.48,0.00333,112.3,-0.0592,158.012,218680,4,Rock Music
0.504,Perila,Fallin Into Space,120000,0.26400000000000001,,14/12/1899,major,-0.0579,-8.12,0.888,61.2,-0.00335,114.629,298909,4,Indie Music
0.713,Kree Harrison,That's How Hearts Get Broken,390000,0.50600000000000001,2,26/12/1899,major,-0.0242,-1.5,2.42e-06,86.2,-0.0669,108.884,221840,4,Alt Music
-5,Divitius,Lucid - Instrumental,350000,0.98399999999999999,-6,27/12/1899,minor,-0.149,-0.00719,0.566,65.3,-0.00973,149.922,270400,4,Metal Music
0.572,The Who,I Can't Explain - Mono Version,520000,0.68799999999999994,9,27/12/1899,major,-0.0608,-0.474,,57.2,-0.0856,138.841,125320,4,Alt Music
0.528,Eyal Golan,◊õ◊û◊ï ◊ë◊°◊§◊®◊ô◊ù ◊î◊î◊ù,280000,0.53800000000000003,10,26/12/1899,major,-0.0335,-2.86,,75,-0.0343,189.841,210275,3,Pop Music
0.733,The Cadets,I Want You,340000,0.45100000000000001,3,23/12/1899,major,-0.127,-6.98,5.31e-06,63.9,-0.0917,154.443,169250,4,Blues
0.639,Moshe Peretz,◊õ◊û◊ï ◊û◊ú◊ö,230000,0.96099999999999997,-6,30/12/1899,minor,-0.0597,-0.904,,85.1,-0.0588,127.967,234560,4,Pop Music
-5,Arlo McKinley,Die Midwestern,450000,0.65900000000000003,9,26/12/1899,major,-0.0291,-0.442,6.73e-06,83.3,-0.0554,109.024,249280,4,Alt Music
0.744,The Teskey Brothers,So Caught Up,510000,0.69299999999999995,4,25/12/1899,minor,-0.0261,-2.93,0.00056,80.5,-0.0896,99.048,228553,4,Pop Music
0.557,Ethan Gruska,Maybe I'll Go Nowhere,480000,0.28899999999999998,1,14/12/1899,major,-0.0693,-8.6,0.118,59.29,-0.0454,160.914,243987,4,Indie Music
-5,Twisted Sister,We're Not Gonna Take It,,0.93200000000000005,8,25/12/1899,major,-0.13,-0.00265,,88.1,-0.0571,167.719,208994,4,Pop Music
0.646,Hinds,Good Bad Times,450000,0.66800000000000004,,28/12/1899,major,-0.0281,-0.4,1.31e-05,114.8,-0.0872,109.985,198547,4,Indie Music
-5,Charles Daisey & Friends,I Cover the Waterfront,560000,0.10000000000000001,7,11/12/1899,major,-0.047,-9.82,0.922,61.1,-0.0314,163.277,2.471716667,3,Instrumental Music
0.735,Boj,Abracadabra,480000,0.69599999999999995,,24/12/1899,minor,-0.0574,-0.562,0.0292,55.94,-0.0955,94.973,195789,4,Pop Music
0.53,Nikita Stashevskiy,Tenderness,310000,0.92300000000000004,8,28/12/1899,major,-0.0372,-0.00587,0.884,65.1,-0.0365,132.964,291333,4,Indie Music
0.519,Sarit Hadad,◊û◊ô◊©◊î◊ï ◊ô◊ó◊ë◊ß ◊ê◊ï◊™◊ô,220000,0.64700000000000002,3,27/12/1899,minor,-0.0373,-7.41,,63.2,-0.0385,122.983,194043,4,Pop Music
0.865,Russ,Give Up,540000,0.45700000000000002,11,20/12/1899,major,-0.29,-3.44,7.23e-05,57.67,-0.0465,143.916,153333,4,Hip Hop Music
0.629,Martin Harley,Roll With the Punches,240000,0.46600000000000003,11,22/12/1899,major,-0.0397,-4.46,0.00995,75.8,-0.091,124.88,191880,4,Blues
0.653,Scarecrow Blues Hip Hop,Code Name Loppsi - My Lowd demo,240000,0.71099999999999997,4,23/12/1899,minor,-0.402,-1.43,,59.61,-0.0762,92.537,253000,4,Blues
-5,The End of Electronics,Proletarian Gothic,390000,0.60099999999999998,1,17/12/1899,major,-0.0361,-6.13,0.832,86,-0.0841,180.101,213333,4,Indie Music
0.78,Methods of Mayhem,Get Naked,470000,0.91900000000000004,9,27/12/1899,major,-0.156,-0.389,1.77e-05,52.5,-0.0902,100.006,201667,4,Rock Music
0.695,Alonso Librado,Volar con el viento,450000,0.10199999999999999,4,14/12/1899,major,-0.0618,-9.4,0.92,59.31,-0.00375,121.391,2.620833333,3,Instrumental Music
0.688,MAY-A,Apricots,560000,0.629,4,26/12/1899,major,-0.0878,-5.85,,69.2,-0.0211,88.058,192715,4,Pop Music
-5,The Tracks,Strange Moments,220000,0.90500000000000003,7,26/12/1899,major,-0.0546,-0.000863,0.0037,61,-0.0711,145.149,183560,4,Alt Music
-5,Tim Franks Trio,Late Lament,530000,0.16800000000000001,3,12/12/1899,minor,-0.0353,-9.85,0.917,58.54,-0.0149,82.508,5.34765,3,Instrumental Music
0.729,Luke Jordan,Church Bells Blues,140000,0.056399999999999999,11,12/12/1899,minor,-0.0595,-9.96,0.683,61.3,-0.0547,130.184,196653,4,Blues
-5,ASHES dIVIDE,The Stone,410000,0.94399999999999995,6,26/12/1899,major,-0.0625,-0.00298,0.246,60.2,-0.0362,95.072,229080,4,Rock Music
-5,Interpol,Slow Hands,550000,0.97399999999999998,11,29/12/1899,minor,-0.0496,-0.0045,0.438,86.3,-0.0644,141.885,184133,4,Rock Music
-5,Muzz,Fade Into You,390000,0.36299999999999999,9,22/12/1899,major,-0.0274,-5.29,0.553,60.3,-0.0172,77.504,284665,3,Indie Music
-5,SOAK,Bloodbuzz Ohio,430000,0.26700000000000002,6,23/12/1899,major,-0.031,-7.15,1.48e-06,61,-0.00566,140.076,279968,4,Indie Music
0.552,Brothers Osborne,Back On The Bottle,,0.88500000000000001,4,26/12/1899,major,-0.0657,-0.111,0.0106,86,-0.0536,100.295,196333,4,Rock Music
0.54,The Fray,How to Save a Life - Live in NYC - 2009,570000,0.29399999999999998,10,19/12/1899,major,-0.0323,-7.75,,120.8,-0.0204,119.134,290267,4,Rock Music
0.643,Stone Temple Pilots,Plush - Acoustic,670000,0.36399999999999999,-6,20/12/1899,minor,-0.04,-7.15,,115.9,-0.0283,133.377,230293,4,Rock Music
-5,"Manuel de Falla, Mischa Maisky, Pavel Gililov",7 Canciones populares españolas - Arranged by Mischa Maisky: No.5: Nana,,0.011900000000000001,9,30/11/1899,minor,-0.0472,-9.93,0.9,55.48,-0.00475,90.397,3.00555,4,Instrumental Music
0.546,TransFixion,Tremolo,80000,0.88100000000000001,7,26/12/1899,major,-0.0328,-0.00181,0.000802,59.62,-0.0421,99.998,294000,4,Rock Music
-5,Kodaline,All I Want,10000,0.41199999999999998,,22/12/1899,major,-0.0443,-1.72,0.15,58.43,-0.0162,86.26,5.09578333,3,Acoustic Folk
0.771,Shlomo Artzi,◊©◊†◊ô◊ô◊ù,340000,0.41999999999999998,6,25/12/1899,minor,-0.0291,-6.15,9.61e-06,59.89,-0.0441,96.018,218707,3,Rock Music
-5,The Luka State,[Insert Girls Name Here],230000,0.91300000000000003,3,24/12/1899,minor,-0.128,-0.000171,0.317,65.7,-0.0361,169.856,188267,4,Rock Music
0.572,Red Garland,Back Slidin',310000,0.183,-6,12/12/1899,minor,-0.047,-8.84,0.903,62.7,-0.0336,119.079,414667,4,Blues
-5,Dorothy,Who Do You Love,370000,0.84799999999999998,10,28/12/1899,major,-0.0501,-0.429,0.000175,64.2,-0.0389,121.948,253613,4,Rock Music
-5,Deafheaven,Dream House,450000,0.80400000000000005,7,27/12/1899,major,-0.0768,-6.84e-05,0.916,88.4,-0.00954,82.211,554573,4,Metal Music
0.658,Elvie Shane,County Roads,510000,0.81299999999999994,8,28/12/1899,major,-0.0486,-0.463,,88.8,-0.0518,116.06,191765,4,Rock Music
-5,Accept,Zombie Apocalypse,460000,0.97699999999999998,4,25/12/1899,minor,-0.101,-0.000378,0.0776,61.9,-0.0207,195.984,335360,4,Metal Music
-5,Pink Mario,Eachday,310000,0.64300000000000002,3,24/12/1899,major,-0.0344,-2.61,0.0879,74.3,-0.0224,91.055,255147,4,Indie Music
-5,Iggy Pop,Lust For Life,670000,0.96999999999999997,9,26/12/1899,major,-0.0435,-0.276,,59.42,-0.062,101.603,313926,4,Indie Music
-5,Black Sabbath,War Pigs,650000,0.61199999999999999,9,19/12/1899,major,-0.0591,-1.16,0.00559,67.1,-0.0496,91.499,474400,4,Metal Music
-5,Pretty Sick,Bet My Blood,10000,0.98399999999999999,9,27/12/1899,minor,-0.1,-0.000229,0.00676,82.1,-0.0199,103.218,179785,4,Alt Music
0.725,J. Cole,a m a r i,860000,0.71299999999999997,4,25/12/1899,minor,-0.187,-1.27,,111.7,-0.0207,65.988,148421,4,Pop Music
-5,Alka Yagnik,Kahe Sataye,290000,0.064299999999999996,,14/12/1899,major,-0.044,-9.73,0.0135,61.5,-0.0181,98.353,2.306216667,4,Bollywood Music
0.807,Kuttem Reese,All 10 (feat. Chief Keef),460000,0.77300000000000002,11,28/12/1899,major,-0.309,-0.657,,72.2,-0.046,147.961,172399,4,Hip Hop Music
0.562,Fleet Foxes,Sunblind,610000,0.68600000000000005,7,23/12/1899,major,-0.0249,-3.1,0.0225,62.5,-0.0466,103.054,253613,4,Indie Music
-5,Drown This City,Borderline Existence,380000,0.93700000000000006,1,28/12/1899,major,-0.0872,-0.0105,0.185,76.9,-0.0152,155.035,187000,4,Metal Music
-5,Thessa,Rigel,340000,0.94299999999999995,1,22/12/1899,major,-0.065,-2.96e-05,0.868,61.6,-0.029,114.823,283009,4,Metal Music
-5,Melvins,Revolve,520000,0.79600000000000004,2,24/12/1899,major,-0.0283,-0.00274,0.443,67.1,-0.0565,97.178,284907,4,Rock Music
-5,Nothing But Thieves,Forever & Ever More,550000,0.84099999999999997,8,27/12/1899,major,-0.146,-0.0582,0.00769,76.7,-0.0399,183.17,208134,3,Rock Music
0.663,Mustasch,You Are Killing Me,410000,0.83499999999999996,,26/12/1899,major,-0.0446,-0.039,0.000388,109.4,-0.0327,140.023,232313,4,Metal Music
0.567,Donald Byrd,Sudwest Funk - Rudy Van Gelder Edition/Digital Remaster/2006,370000,0.46300000000000002,10,24/12/1899,major,-0.0362,-7.47,0.00776,65.1,-0.0499,130.207,6.857333333,4,Instrumental Music
-5,Nina Simone,Just Like a Woman,500000,0.379,6,18/12/1899,major,-0.0342,-4.34,0.000276,70.2,-0.0363,78.49,4.83466667,3,Acoustic Folk
-5,Backyard Babies,Brand New Hate,220000,0.95699999999999996,8,29/12/1899,major,-0.0613,-0.000724,0.000102,59.02,-0.07,181.094,179293,4,Metal Music
0.619,–ó–∞–≥–æ–≤–æ—Ä,–ù–µ –∑–Ω–∞—é,260000,0.70599999999999996,10,21/12/1899,minor,-0.034,-0.918,0.629,57.81,-0.06,130.001,204000,4,Indie Music
-5,Strawberry Alarm Clock,Incense And Peppermints,450000,0.73499999999999999,9,23/12/1899,major,-0.0296,-0.603,,65,-0.0754,132.506,169800,4,Rock Music
0.675,Super Whatevr,dwell on the guilt of saving myself,230000,0.84399999999999997,4,26/12/1899,minor,-0.0895,-0.212,,61.3,-0.0668,120.076,173741,4,Rock Music
-5,Dennis Lloyd,Like A Stone (feat. Tom Morello) - Recorded at Electric Lady Studios NYC,500000,0.20499999999999999,9,24/12/1899,minor,-0.0304,-7.56,,59.16,-0.0177,107.057,259189,4,Rock Music
0.629,Satyricon,Black Crow on a Tombstone,410000,0.91400000000000003,2,26/12/1899,major,-0.0461,-0.000279,0.708,82.5,-0.0322,119.904,230000,4,Metal Music
-5,David Bowie,Starman - 2012 Remaster,730000,0.44900000000000001,-6,21/12/1899,major,-0.0267,-1.66,2.23e-06,104,-0.0549,100.456,254293,4,Rock Music
0.689,Lenny Kravitz,Let Love Rule,510000,0.45200000000000001,,19/12/1899,major,-0.0407,-0.293,0.26,56.72,-0.0696,152.814,342160,4,Rock Music
-5,Arcade Fire,Rebellion (Lies),650000,0.93300000000000005,8,26/12/1899,major,-0.0344,-0.0744,0.627,81.8,-0.0734,127.193,310893,4,Rock Music
0.563,Eyal Golan,◊û◊õ◊ú ◊î◊õ◊ï◊õ◊ë◊ô◊ù ◊ë◊ú◊ô◊ú◊î,420000,0.27200000000000002,6,24/12/1899,minor,-0.0559,-9.46,,60.8,-0.0406,130.633,192036,4,Pop Music
0.721,Chris Brown,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",720000,0.56499999999999995,,22/12/1899,minor,-0.28,-2.48,,78.4,-0.0597,93.8,227234,4,Hip Hop Music
0.611,Chris Lane,Fill Them Boots,690000,0.76500000000000001,1,26/12/1899,major,-0.0293,-0.473,,78.8,-0.0766,146.102,2.71475,4,Country Music
0.681,? & The Mysterians,96 Tears,440000,0.499,7,25/12/1899,major,-0.034,-0.589,6.39e-06,57.43,-0.0841,123.458,177427,4,Indie Music
-5,Jason Bieler And The Baron Von Bielski Orchestra,Apology,150000,0.91900000000000004,2,24/12/1899,major,-0.118,-0.000834,2.52e-05,65.1,-0.0252,169.951,287800,4,Metal Music
-5,Richie Kotzen,Venom,420000,0.88600000000000001,8,28/12/1899,major,-0.0496,-0.0261,0.0942,62.4,-0.0473,100.025,236719,4,Blues
0.737,The Faint,The Geeks Were Right,370000,0.66800000000000004,-6,25/12/1899,minor,-0.0323,-0.0405,6.04e-05,88.5,-0.0961,131.009,176240,4,Alt Music
0.597,Shlomo Artzi,◊ú◊ê ◊î◊§◊°◊ß◊™◊ô ◊ú◊ó◊§◊© ◊ê◊ï◊™◊ö,410000,0.66600000000000004,7,26/12/1899,minor,-0.0372,-1.83,,62,-0.0436,136.81,238421,4,Pop Music
0.728,Motenko,The Thief,310000,0.60399999999999998,3,25/12/1899,major,-0.0362,-2.78,0.000337,61,-0.075,76.078,276547,4,Pop Music
0.677,GRiZ,Good Times Roll,490000,0.874,1,26/12/1899,major,-0.129,-0.219,0.00738,147.3,-0.058,100.012,244828,4,Rock Music
0.662,FEVER 333,SUPREMACY,470000,0.77400000000000002,2,26/12/1899,major,-0.054,-4.24,,72.1,-0.0718,100.006,174600,4,Rock Music
-5,Born Of Osiris,Angel Or Alien,550000,0.97899999999999998,4,27/12/1899,minor,-0.118,-0.00893,0.00125,89.3,-0.017,109.056,267649,4,Rock Music
0.574,CHVRCHES,He Said She Said,560000,0.625,7,25/12/1899,major,-0.0304,-0.366,0.000243,61.4,-0.0281,126.923,189385,4,Indie Music
0.809,ITZY,WANNABE,770000,0.91100000000000003,6,27/12/1899,minor,-0.0617,-0.0795,0.000179,68.1,-0.064,122.035,191242,4,Pop Music
-5,Genesis,Supper's Ready - Digital Remastered 2008,430000,0.60999999999999999,4,22/12/1899,minor,-0.0723,-1.47,0.000476,67.9,-0.0144,88.132,1385907,4,Rock Music
-5,Parquet Courts,Black And White,370000,0.97499999999999998,9,27/12/1899,major,-0.0926,-0.0562,0.826,84.5,-0.0668,174.206,182987,4,Indie Music
